irasas,R,klase,ritmas,RR_pre,RR_post,RR_vid,RR_sant,R_ecg,P_on,P_peak,P_off,QRS_on,QRS_off,T_on,T_peak,T_off,T_tipas,rastas,PR,QRS,QT,QTc,P_amp,T_amp,ST,QRS_max,QRS_min,P_yra,RR_sant_vid,RR_sant_post
232,219303.0,A,(SBR,0.1862745098039218,-0.08045977011494256,0.606517640721788,0.8214709371293002,219303.0,,,,219289.0,219342.0,219379.0,219409.0,219443.0,0.0,True,,0.5833333333333335,0.058823529411764566,-0.1387679920184445,,0.11333333333333336,0.2678571428571425,-0.7461928934010151,0.2641509433962264,0.0,-0.6404542321674328,0.20857210782667845
200,627857.0,A,(N,-0.26470588235294085,0.275862068965517,-0.04416913546997,0.8345375722543353,627859.0,627813.0,627824.0,627834.0,627842.0,627875.0,627914.0,627955.0,627970.0,0.0,True,-1.7368421052631582,-0.2500000000000004,-0.7058823529411766,-0.5191879599934186,-0.6222222222222228,0.01999999999999998,0.12499999999999968,-0.4467005076142131,0.06603773584905655,1.0,-0.5855820023874786,-1.2093252882791472
209,207536.0,A,(SVTA,-1.147058823529412,-1.5977011494252868,-1.5706975491516282,1.0436713545521836,207538.0,207457.0,207474.0,207490.0,207525.0,207544.0,,,,,True,0.3157894736842104,-0.8333333333333338,,,0.133333333333333,,-0.01785714285714322,0.050761421319796995,-0.31132075471698106,1.0,0.2926576398147892,0.18560571562630532
232,567637.0,A,(SBR,0.16666666666666655,0.05747126436781618,-0.06894694317263639,1.0018214936247722,567638.0,567550.0,567561.0,567571.0,567614.0,567645.0,567711.0,567742.0,567775.0,0.0,True,0.10526315789473661,-0.33333333333333354,0.2647058823529411,0.06980036330910631,-0.6444444444444446,0.14666666666666664,-0.33928571428571463,-0.7512690355329948,0.056603773584905814,1.0,0.11691268611448692,-0.06980612562006405
232,442693.0,A,(SBR,0.07843137254901986,-0.011494252873562953,0.273633180716402,0.8684296441397322,442694.0,,,,442682.0,442707.0,442767.0,442799.0,442832.0,0.0,True,,-0.5833333333333337,-0.058823529411764566,-0.16434033220785532,,0.14666666666666664,-3.4694469519536147e-16,-0.5888324873096445,-0.05660377358490571,0.0,-0.4432551111550871,-0.13239048407116086
232,155435.0,A,(SBR,0.019607843137254864,-0.17241379310344854,0.6485321842176136,0.7622398123717384,155436.0,,,,155414.0,155443.0,155510.0,155539.0,155575.0,0.0,True,,-0.4166666666666669,0.2647058823529411,0.19618152155919713,,0.17999999999999985,-0.2857142857142861,-0.7868020304568527,0.15094339622641512,0.0,-0.8891903342106374,0.024483595359746358
232,211439.0,A,(SBR,-0.019607843137254864,-0.10344827586206894,0.2908699165095608,0.8314387788242936,211441.0,211349.0,211357.0,211365.0,211418.0,211479.0,211512.0,211543.0,211582.0,0.0,True,0.3684210526315792,0.9166666666666671,0.352941176470588,0.31756155944646736,-0.555555555555556,0.18000000000000002,0.3571428571428565,-0.8020304568527918,0.25471698113207547,1.0,-0.5985951234784683,-0.17925932693701854
232,14318.0,A,(SBR,0.019607843137254864,8.298850574712642,0.7207110153514679,0.7475560667050029,14320.0,14262.0,14276.0,14288.0,14297.0,14357.0,14394.0,14424.0,14484.0,5.0,True,-1.4210526315789473,0.875,1.0294117647058822,0.93417766565525,-0.3333333333333336,0.16,0.4107142857142854,-0.7106598984771573,0.03773584905660391,1.0,-0.9508534830278701,-3.991436707802158
207,633519.0,A,(SVTA,-0.8431372549019607,-1.2183908045977008,-1.1505521141933734,0.9879379666858128,633517.0,,,,633503.0,633540.0,,633546.0,633586.0,2.0,True,,-0.08333333333333381,-2.029411764705882,-1.477165957694692,,0.04,1.5178571428571426,-1.294416243654822,-1.1415094339622636,0.0,0.058609988207881235,0.09843570474432611
209,205097.0,A,(SVTA,-1.2058823529411766,-1.5977011494252868,-1.5836251009964974,1.0082150858849888,205098.0,,,,205086.0,205105.0,205135.0,205147.0,205172.0,1.0,True,,-0.8333333333333338,-1.9411764705882348,-0.986064156431484,,-0.3,0.39285714285714257,0.08629441624365478,-0.47169811320754723,0.0,0.1437620364074143,-0.05289143414679462
