QRS,RR_pre,RR_post,RR_sant,T_amp,P_yra,klase
-0.38531008268241834,0.21747642286618823,-0.029777736425594812,0.448060841393814,-0.25578085239226256,1.2732921239817188,N
-0.9393283170580647,0.20909590847383983,-0.09208216066818066,0.41036215848046315,0.13546140661485997,1.2732921239817188,N
-0.38531008268241834,0.14205179333505386,-0.0842941076378576,0.40581881474023035,0.2472449091883235,1.2732921239817188,N
-1.0778328756519764,0.15043230772740193,-0.09208216066818066,0.24920370006624407,-0.18125851734328688,1.2732921239817188,N
-0.5238146412763303,0.14205179333505386,-0.014201630364948349,0.2053322008386862,-0.19057380922440884,1.2732921239817188,N
-0.8700760377611089,0.2258569372585363,-0.47369675915401976,0.3840637777519909,-0.09742089041318913,1.2732921239817188,N
-0.8008237584641532,-0.2685934118900109,0.4842337635757397,-0.6563472502054261,-0.134682057937677,1.2732921239817188,A
-0.3160578033854627,0.7622098583688253,0.06367889993828428,1.577439179808866,-0.22783497674889663,1.2732921239817188,N
-0.5930669205732859,0.3096620811820191,-0.029777736425594812,0.5719090311783019,-0.06015972288870124,1.2732921239817188,N
-0.8700760377611089,0.20909590847383983,-0.09208216066818066,0.31642682691141955,0.08888494720925015,1.2732921239817188,N
-0.5930669205732859,0.14205179333505386,-0.13881047885012004,0.15397814235612428,0.14477669849598196,1.2732921239817188,N
-0.6623191998702416,0.09176870698096441,0.04810279387763782,0.04129362428655704,-0.20920439298665278,1.2732921239817188,N
-0.9393283170580647,0.2929010523973226,0.0948311120595772,0.3570580221110917,-0.09742089041318913,1.2732921239817188,N
-0.1775532447915511,0.34318413875141207,0.0013744756956981133,0.5910570934153971,0.14477669849598196,1.2732921239817188,N
-0.45456236197937433,0.2426179660432328,0.016950581756344577,0.4089384226104958,0.07025436344700617,1.2732921239817188,N
-0.3160578033854627,0.25937899482792925,0.0013744756956981133,0.4573013344485544,-0.15331264169992095,1.2732921239817188,N
-1.0085805963550207,0.2426179660432328,-0.07650605460753451,0.39994471066073023,-0.06015972288870134,1.2732921239817188,N
-1.0778328756519764,0.15881282211975,-0.06871800157721081,0.16206680944151028,0.08888494720925015,1.2732921239817188,N
-0.6623191998702416,0.16719333651209878,-0.0842941076378576,0.18986600002675516,-0.20920439298665278,1.2732921239817188,N
-1.0085805963550207,0.15043230772740193,0.0013744756956981133,0.19738258478942894,-0.1626279335810429,1.2732921239817188,N
-0.5238146412763303,0.2426179660432328,0.13377137721119353,0.4125445167556876,-0.09742089041318923,1.2732921239817188,N
-0.38531008268241834,0.3850867107131534,0.0013744756956981133,0.7521324464776593,0.08888494720925011,1.2732921239817188,N
-0.24680552408850706,0.2426179660432328,-0.09987021369850405,0.4709201133708214,-0.2464655605111406,1.2732921239817188,N
-0.6623191998702416,0.13367127894270545,-0.0842941076378576,0.2260148337292462,-0.08810559853206716,1.2732921239817188,N
-0.6623191998702416,0.15043230772740193,-0.13102242581979698,0.2496436672001731,0.10751553097149405,1.2732921239817188,N
-0.45456236197937433,0.10014922137331247,-0.09987021369850405,0.1196686845409308,-0.134682057937677,1.2732921239817188,N
-0.45456236197937433,0.13367127894270545,-0.029777736425594812,0.17731387890967085,-0.2464655605111406,1.2732921239817188,N
-0.7315714791671976,0.20909590847383983,-0.014201630364948349,0.37887484282309164,-0.1439973498187989,1.2732921239817188,N
-0.5930669205732859,0.2258569372585363,0.016950581756344577,0.4458813369637804,-0.08810559853206716,1.2732921239817188,N
-0.24680552408850706,0.25937899482792925,0.06367889993828428,0.5088309737213904,-0.14399734981879908,1.2732921239817188,N
-0.38531008268241834,0.3096620811820191,-0.045353842486241275,0.6189246252280223,-0.14399734981879908,1.2732921239817188,N
-0.45456236197937433,0.19233487968914334,-0.13102242581979698,0.3126482941807896,0.18203786602046973,1.2732921239817188,N
-0.5930669205732859,0.10014922137331247,-0.060929948546887734,0.08238131803838353,0.08888494720925015,1.2732921239817188,N
-0.38531008268241834,0.17557385090444685,-0.09208216066818066,0.23330583738223462,-0.15331264169992095,1.2732921239817188,N
-0.38531008268241834,0.14205179333505386,0.10261916508990028,0.17104360446794928,-0.14399734981879897,1.2732921239817188,N
-0.6623191998702416,0.3515646531437601,0.05589084690796089,0.608771480941849,-0.12536676605655503,1.2732921239817188,N
-0.38531008268241834,0.30128156678967066,0.009162528726021503,0.5373507041557176,0.12614611473373802,1.2732921239817188,N
-0.6623191998702416,0.2509984804355812,-0.05314189551656435,0.44125855223591753,-0.11605147417543307,1.2732921239817188,N
-0.5238146412763303,0.18395436529679526,0.04031474084731443,0.2701822387454783,-0.1346820579376769,1.2732921239817188,N
