record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
103,1,265,0.7361111111111112,NORMAL,N,183,201,228,252,278,327,361,390,normal
103,2,576,1.6,NORMAL,N,494,513,540,563,587,630,663,691,normal
103,3,877,2.436111111111111,NORMAL,N,796,813,840,863,889,932,967,995,normal
103,4,1181,3.2805555555555554,NORMAL,N,1102,1119,1146,1168,1193,1237,1271,1302,normal
103,5,1483,4.1194444444444445,NORMAL,N,1404,1421,1448,1470,1494,1539,1575,1606,normal
103,6,1795,4.986111111111111,NORMAL,N,1709,1727,1757,1781,1808,1858,1897,1931,normal
103,7,2128,5.911111111111111,NORMAL,N,2047,2064,2091,2114,2141,2190,2226,2256,normal
103,8,2444,6.788888888888889,NORMAL,N,2366,2383,2410,2430,2455,2500,2536,2566,normal
103,9,2745,7.625,NORMAL,N,2665,2683,2708,2730,2757,2804,2840,2870,normal
103,10,3044,8.455555555555556,NORMAL,N,2964,2982,3009,3029,3057,3104,3140,3170,normal
103,11,3347,9.297222222222222,NORMAL,N,3267,3285,3311,3334,3360,3409,3445,3474,normal
103,12,3647,10.130555555555556,NORMAL,N,3567,3584,3611,3634,3660,3708,3744,3773,normal
103,13,3955,10.98611111111111,NORMAL,N,3872,3890,3916,3941,3968,4018,4055,4084,normal
103,14,4283,11.897222222222222,NORMAL,N,4195,4215,4243,4266,4296,4348,4386,4415,normal
103,15,4610,12.805555555555555,NORMAL,N,4523,4542,4569,4597,4623,4671,4706,4735,normal
103,16,4939,13.719444444444445,NORMAL,N,4850,4866,4894,4926,4950,4994,5028,5057,normal
103,17,5255,14.597222222222221,NORMAL,N,5166,5183,5208,5242,5266,5310,5346,5375,normal
103,18,5581,15.502777777777778,NORMAL,N,5491,5507,5534,5567,5594,5641,5679,5709,normal
103,19,5892,16.366666666666667,NORMAL,N,5812,5827,5854,5879,5905,5955,5991,6023,normal
103,20,6217,17.269444444444446,NORMAL,N,6135,6153,6179,6204,6230,6279,6317,6348,normal
103,21,6554,18.205555555555556,NORMAL,N,6465,6483,6512,6539,6567,6617,6654,6685,normal
103,22,6873,19.091666666666665,NORMAL,N,6792,6809,6835,6860,6886,6933,6970,6998,normal
103,23,7179,19.941666666666666,NORMAL,N,7101,7117,7143,7166,7191,7237,7272,7300,normal
103,24,7482,20.783333333333335,NORMAL,N,7403,7419,7447,7469,7493,7539,7570,7598,normal
103,25,7781,21.613888888888887,NORMAL,N,7699,7716,7744,7768,7794,7839,7874,7904,normal
103,26,8098,22.494444444444444,NORMAL,N,8016,8033,8062,8082,8111,8157,8192,8223,normal
103,27,8418,23.383333333333333,NORMAL,N,8335,8354,8380,8405,8431,8476,8515,8544,normal
103,28,8740,24.27777777777778,NORMAL,N,8653,8671,8700,8725,8752,8803,8840,8870,normal
103,29,9061,25.169444444444444,NORMAL,N,8981,8999,9025,9046,9073,9118,9153,9181,normal
103,30,9361,26.002777777777776,NORMAL,N,9287,9304,9328,9347,9373,9416,9451,9481,normal
103,31,9664,26.844444444444445,NORMAL,N,9585,9603,9628,9650,9676,9722,9758,9787,normal
103,32,9964,27.677777777777777,NORMAL,N,9883,9901,9928,9950,9977,10023,10059,10089,normal
103,33,10280,28.555555555555557,NORMAL,N,10194,10213,10241,10266,10293,10344,10382,10414,normal
103,34,10598,29.43888888888889,NORMAL,N,10515,10533,10560,10582,10611,10662,10698,10727,normal
103,35,10911,30.308333333333334,NORMAL,N,10828,10846,10872,10897,10924,10969,11007,11036,normal
103,36,11224,31.177777777777777,NORMAL,N,11141,11157,11187,11210,11237,11286,11321,11350,normal
103,37,11521,32.00277777777778,NORMAL,N,11444,11460,11486,11506,11533,11579,11614,11642,normal
103,38,11804,32.78888888888889,NORMAL,N,11726,11742,11770,11789,11815,11858,11893,11921,normal
103,39,12097,33.602777777777774,NORMAL,N,12016,12034,12061,12082,12109,12153,12188,12216,normal
103,40,12396,34.43333333333333,NORMAL,N,12314,12332,12359,12382,12408,12454,12492,12522,normal
103,41,12699,35.275,NORMAL,N,12618,12636,12662,12683,12712,12759,12794,12826,normal
103,42,13001,36.11388888888889,NORMAL,N,12922,12938,12966,12988,13014,13060,13097,13125,normal
103,43,13301,36.94722222222222,NORMAL,N,13218,13237,13265,13287,13313,13361,13397,13425,normal
