record,sample,time_seconds,annotation_code,annotation,symbol,description,event,wave,subtype,channel,number,aux
107,249,0.6916666666666667,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
107,309,0.8583333333333333,12,PACE,/,Paced beat,qrs_peak,qrs,0,0,0,
107,322,0.8944444444444445,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
107,334,0.9277777777777778,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
107,387,1.075,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
107,437,1.2138888888888888,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
107,503,1.3972222222222221,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
107,520,1.4444444444444444,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
107,545,1.5138888888888888,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
107,553,1.5361111111111112,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
107,607,1.6861111111111111,12,PACE,/,Paced beat,qrs_peak,qrs,0,0,0,
107,622,1.7277777777777779,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
107,632,1.7555555555555555,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
107,687,1.9083333333333334,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
107,741,2.058333333333333,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
107,759,2.1083333333333334,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
107,778,2.161111111111111,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
107,810,2.25,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
107,864,2.4,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
107,923,2.563888888888889,12,PACE,/,Paced beat,qrs_peak,qrs,0,0,0,
107,941,2.613888888888889,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
107,951,2.6416666666666666,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
107,1009,2.8027777777777776,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
107,1089,3.025,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
107,1117,3.102777777777778,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
107,1129,3.136111111111111,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
107,1177,3.2694444444444444,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
107,1187,3.297222222222222,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
107,1243,3.452777777777778,12,PACE,/,Paced beat,qrs_peak,qrs,0,0,0,
107,1260,3.5,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
107,1288,3.577777777777778,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
107,1322,3.672222222222222,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
107,1382,3.838888888888889,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
107,1392,3.8666666666666667,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
107,1400,3.888888888888889,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
107,1439,3.9972222222222222,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
