record,sample,time_seconds,annotation_code,annotation,symbol,description,event,wave,subtype,channel,number,aux
212,151,0.41944444444444445,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
212,166,0.46111111111111114,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
212,182,0.5055555555555555,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
212,196,0.5444444444444444,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
212,215,0.5972222222222222,3,RBBB,R,Right bundle branch block beat,qrs_peak,qrs,0,0,0,
212,249,0.6916666666666667,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
212,266,0.7388888888888889,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
212,296,0.8222222222222222,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
212,329,0.9138888888888889,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
212,390,1.0833333333333333,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
212,405,1.125,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
212,419,1.163888888888889,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
212,435,1.2083333333333333,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
212,452,1.2555555555555555,3,RBBB,R,Right bundle branch block beat,qrs_peak,qrs,0,0,0,
212,488,1.3555555555555556,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
212,503,1.3972222222222221,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
212,534,1.4833333333333334,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
212,568,1.5777777777777777,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
212,632,1.7555555555555555,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
212,646,1.7944444444444445,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
212,663,1.8416666666666666,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
212,679,1.886111111111111,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
212,696,1.9333333333333333,3,RBBB,R,Right bundle branch block beat,qrs_peak,qrs,0,0,0,
212,731,2.0305555555555554,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
212,748,2.077777777777778,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
212,779,2.1638888888888888,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
212,813,2.2583333333333333,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
212,861,2.3916666666666666,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
212,875,2.4305555555555554,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
212,892,2.477777777777778,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
212,908,2.522222222222222,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
212,924,2.566666666666667,3,RBBB,R,Right bundle branch block beat,qrs_peak,qrs,0,0,0,
212,961,2.6694444444444443,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
212,974,2.7055555555555557,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
212,1008,2.8,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
212,1042,2.8944444444444444,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
212,1099,3.0527777777777776,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
212,1115,3.0972222222222223,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
212,1133,3.147222222222222,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
212,1152,3.2,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
212,1169,3.2472222222222222,3,RBBB,R,Right bundle branch block beat,qrs_peak,qrs,0,0,0,
212,1209,3.3583333333333334,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
212,1218,3.3833333333333333,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
212,1261,3.5027777777777778,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
212,1301,3.613888888888889,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
212,1369,3.8027777777777776,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
212,1385,3.8472222222222223,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
212,1402,3.8944444444444444,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
212,1418,3.938888888888889,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
212,1441,4.002777777777778,3,RBBB,R,Right bundle branch block beat,qrs_peak,qrs,0,0,0,
