record,sample,time_seconds,annotation_code,annotation,symbol,description,event,wave,subtype,channel,number,aux
228,58,0.16111111111111112,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
228,75,0.20833333333333334,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
228,90,0.25,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
228,130,0.3611111111111111,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
228,159,0.44166666666666665,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
228,169,0.46944444444444444,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
228,242,0.6722222222222223,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
228,301,0.8361111111111111,27,TWAVE,t,T-wave peak,t_peak,t,0,0,1,
228,328,0.9111111111111111,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
228,342,0.95,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
228,375,1.0416666666666667,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
228,391,1.086111111111111,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
228,394,1.0944444444444446,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
228,432,1.2,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
228,442,1.2277777777777779,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
228,461,1.2805555555555554,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
228,514,1.4277777777777778,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
228,549,1.525,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
228,628,1.7444444444444445,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
228,665,1.8472222222222223,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
228,678,1.8833333333333333,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
228,687,1.9083333333333334,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
228,725,2.013888888888889,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
228,736,2.0444444444444443,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
228,767,2.1305555555555555,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
228,820,2.2777777777777777,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
228,897,2.4916666666666667,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
228,957,2.658333333333333,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
228,997,2.7694444444444444,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
228,1015,2.8194444444444446,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
228,1033,2.8694444444444445,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
228,1060,2.9444444444444446,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
228,1079,2.9972222222222222,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
228,1163,3.2305555555555556,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
228,1236,3.433333333333333,27,TWAVE,t,T-wave peak,t_peak,t,0,0,1,
228,1262,3.5055555555555555,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
228,1268,3.522222222222222,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
228,1305,3.625,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
228,1320,3.6666666666666665,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
228,1329,3.691666666666667,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
228,1365,3.7916666666666665,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
228,1376,3.8222222222222224,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
228,1418,3.938888888888889,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
228,1453,4.036111111111111,27,TWAVE,t,T-wave peak,t_peak,t,0,0,5,
228,1526,4.238888888888889,27,TWAVE,t,T-wave peak,t_peak,t,0,0,5,
228,1560,4.333333333333333,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
228,1566,4.35,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
