record,sample,time_seconds,annotation_code,annotation,symbol,description,event,wave,subtype,channel,number,aux
210,232,0.6444444444444445,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
210,250,0.6944444444444444,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
210,262,0.7277777777777777,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
210,313,0.8694444444444445,27,TWAVE,t,T-wave peak,t_peak,t,0,0,2,
210,343,0.9527777777777777,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
210,454,1.261111111111111,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
210,472,1.3111111111111111,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
210,483,1.3416666666666666,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
210,530,1.4722222222222223,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
210,572,1.5888888888888888,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
210,585,1.625,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
210,607,1.6861111111111111,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
210,627,1.7416666666666667,5,PVC,V,Premature ventricular contraction,qrs_peak,qrs,0,0,0,
210,659,1.8305555555555555,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
210,668,1.8555555555555556,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
210,707,1.9638888888888888,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
210,747,2.075,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
210,775,2.1527777777777777,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
210,797,2.213888888888889,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
210,822,2.283333333333333,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
210,839,2.3305555555555557,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
210,866,2.4055555555555554,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
210,878,2.438888888888889,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
210,919,2.5527777777777776,27,TWAVE,t,T-wave peak,t_peak,t,0,0,2,
210,969,2.691666666666667,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
210,1062,2.95,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
210,1081,3.0027777777777778,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
210,1093,3.036111111111111,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
210,1139,3.1638888888888888,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
210,1199,3.3305555555555557,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
210,1214,3.3722222222222222,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
210,1276,3.5444444444444443,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
210,1298,3.6055555555555556,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
210,1310,3.638888888888889,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
210,1370,3.8055555555555554,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
210,1415,3.9305555555555554,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
210,1442,4.0055555555555555,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
210,1486,4.127777777777778,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
210,1505,4.180555555555555,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
210,1521,4.225,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
210,1556,4.322222222222222,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
210,1586,4.405555555555556,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
210,1599,4.441666666666666,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
210,1640,4.555555555555555,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
210,1649,4.580555555555556,27,TWAVE,t,T-wave peak,t_peak,t,0,0,4,
210,1695,4.708333333333333,27,TWAVE,t,T-wave peak,t_peak,t,0,0,4,
210,1713,4.758333333333334,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
210,1746,4.85,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
210,1763,4.897222222222222,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
210,1785,4.958333333333333,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
210,1802,5.0055555555555555,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
210,1818,5.05,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
210,1829,5.080555555555556,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
210,1882,5.227777777777778,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
210,1915,5.319444444444445,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
210,1923,5.341666666666667,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
210,1935,5.375,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
210,1952,5.4222222222222225,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
210,1975,5.486111111111111,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
210,2013,5.591666666666667,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
210,2029,5.636111111111111,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
210,2040,5.666666666666667,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
210,2091,5.808333333333334,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
210,2138,5.938888888888889,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
210,2175,6.041666666666667,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
210,2233,6.2027777777777775,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
210,2249,6.247222222222222,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
210,2261,6.280555555555556,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
