record,sample,time_seconds,annotation_code,annotation,symbol,description,event,wave,subtype,channel,number,aux
108,345,0.9583333333333334,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
108,363,1.0083333333333333,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
108,378,1.05,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
108,397,1.1027777777777779,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
108,442,1.2277777777777779,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
108,460,1.2777777777777777,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
108,488,1.3555555555555556,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
108,531,1.475,27,TWAVE,t,T-wave peak,t_peak,t,0,0,5,
108,630,1.75,27,TWAVE,t,T-wave peak,t_peak,t,0,0,5,
108,644,1.788888888888889,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
108,695,1.9305555555555556,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
108,712,1.9777777777777779,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
108,726,2.0166666666666666,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
108,763,2.1194444444444445,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
108,790,2.1944444444444446,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
108,808,2.2444444444444445,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
108,1055,2.9305555555555554,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
108,1073,2.9805555555555556,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
108,1087,3.0194444444444444,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
108,1125,3.125,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
108,1155,3.2083333333333335,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
108,1172,3.2555555555555555,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
108,1198,3.327777777777778,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
108,1237,3.436111111111111,27,TWAVE,t,T-wave peak,t_peak,t,0,0,5,
108,1336,3.7111111111111112,27,TWAVE,t,T-wave peak,t_peak,t,0,0,5,
108,1350,3.75,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
108,1399,3.886111111111111,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
108,1416,3.933333333333333,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
108,1430,3.9722222222222223,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
108,1455,4.041666666666667,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
108,1492,4.144444444444445,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
108,1510,4.194444444444445,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
108,1637,4.5472222222222225,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
108,1656,4.6,27,TWAVE,t,T-wave peak,t_peak,t,0,0,4,
108,1694,4.705555555555556,27,TWAVE,t,T-wave peak,t_peak,t,0,0,4,
108,1712,4.7555555555555555,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
108,1720,4.777777777777778,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
108,1745,4.847222222222222,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
108,1760,4.888888888888889,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
108,1768,4.911111111111111,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
108,1821,5.058333333333334,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
108,1836,5.1,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
108,1848,5.133333333333334,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
108,1900,5.277777777777778,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
108,1950,5.416666666666667,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
108,2069,5.747222222222222,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
108,2083,5.786111111111111,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
108,2098,5.8277777777777775,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
108,2134,5.927777777777778,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
108,2157,5.991666666666666,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
108,2173,6.036111111111111,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
108,2415,6.708333333333333,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
108,2435,6.763888888888889,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
