record,sample,time_seconds,annotation_code,annotation,symbol,description,event,wave,subtype,channel,number,aux
213,151,0.41944444444444445,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
213,185,0.5138888888888888,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
213,206,0.5722222222222222,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
213,228,0.6333333333333333,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
213,253,0.7027777777777777,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
213,269,0.7472222222222222,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
213,303,0.8416666666666667,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
213,335,0.9305555555555556,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
213,370,1.0277777777777777,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
213,417,1.1583333333333334,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
213,430,1.1944444444444444,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
213,443,1.2305555555555556,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
213,464,1.288888888888889,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
213,478,1.3277777777777777,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
213,494,1.3722222222222222,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
213,527,1.4638888888888888,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
213,572,1.5888888888888888,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
213,601,1.6694444444444445,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
213,611,1.6972222222222222,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
213,622,1.7277777777777779,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
213,637,1.7694444444444444,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
213,659,1.8305555555555555,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
213,673,1.8694444444444445,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
213,690,1.9166666666666667,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
213,724,2.011111111111111,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
213,764,2.1222222222222222,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
213,802,2.227777777777778,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
213,809,2.2472222222222222,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
213,821,2.2805555555555554,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
213,835,2.3194444444444446,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
213,858,2.3833333333333333,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
213,873,2.425,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
213,890,2.4722222222222223,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
213,923,2.563888888888889,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
213,964,2.6777777777777776,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
213,1004,2.7888888888888888,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
213,1014,2.816666666666667,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
213,1026,2.85,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
213,1040,2.888888888888889,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
213,1062,2.95,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
213,1076,2.988888888888889,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
213,1093,3.036111111111111,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
213,1122,3.1166666666666667,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
213,1164,3.2333333333333334,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
213,1199,3.3305555555555557,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
213,1210,3.361111111111111,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
213,1222,3.3944444444444444,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
213,1236,3.433333333333333,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
213,1258,3.4944444444444445,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
213,1273,3.536111111111111,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
213,1290,3.5833333333333335,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
213,1325,3.6805555555555554,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
213,1364,3.7888888888888888,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
213,1397,3.8805555555555555,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
213,1406,3.9055555555555554,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
213,1417,3.936111111111111,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
213,1431,3.975,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
213,1453,4.036111111111111,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
213,1466,4.072222222222222,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
213,1482,4.116666666666666,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
213,1516,4.211111111111111,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
213,1551,4.308333333333334,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
213,1587,4.408333333333333,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
213,1594,4.427777777777778,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
213,1605,4.458333333333333,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
213,1618,4.4944444444444445,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
213,1632,4.533333333333333,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
213,1655,4.597222222222222,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
213,1672,4.644444444444445,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
213,1703,4.730555555555555,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
213,1743,4.841666666666667,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
213,1781,4.947222222222222,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
213,1790,4.972222222222222,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
213,1802,5.0055555555555555,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
213,1814,5.038888888888889,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
213,1836,5.1,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
213,1849,5.136111111111111,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
213,1867,5.186111111111111,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
213,1899,5.275,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
213,1938,5.383333333333334,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
213,1973,5.480555555555555,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
213,1982,5.5055555555555555,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
213,1996,5.544444444444444,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
