record,sample,time_seconds,annotation_code,annotation,symbol,description,event,wave,subtype,channel,number,aux
115,79,0.21944444444444444,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
115,97,0.26944444444444443,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
115,116,0.32222222222222224,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
115,140,0.3888888888888889,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
115,163,0.4527777777777778,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
115,176,0.4888888888888889,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
115,232,0.6444444444444445,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
115,291,0.8083333333333333,27,TWAVE,t,T-wave peak,t_peak,t,0,0,5,
115,329,0.9138888888888889,27,TWAVE,t,T-wave peak,t_peak,t,0,0,5,
115,357,0.9916666666666667,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
115,438,1.2166666666666666,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
115,457,1.2694444444444444,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
115,475,1.3194444444444444,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
115,499,1.386111111111111,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
115,519,1.4416666666666667,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
115,532,1.4777777777777779,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
115,605,1.6805555555555556,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
115,639,1.775,27,TWAVE,t,T-wave peak,t_peak,t,0,0,5,
115,682,1.8944444444444444,27,TWAVE,t,T-wave peak,t_peak,t,0,0,5,
115,697,1.9361111111111111,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
115,768,2.1333333333333333,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
115,784,2.1777777777777776,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
115,803,2.2305555555555556,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
115,834,2.316666666666667,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
115,851,2.363888888888889,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
115,865,2.4027777777777777,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
115,932,2.588888888888889,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
115,972,2.7,27,TWAVE,t,T-wave peak,t_peak,t,0,0,5,
115,1012,2.811111111111111,27,TWAVE,t,T-wave peak,t_peak,t,0,0,5,
115,1033,2.8694444444444445,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
