record,sample,time_seconds,annotation_code,annotation,symbol,description,event,wave,subtype,channel,number,aux
102,282,0.7833333333333333,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
102,297,0.825,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
102,341,0.9472222222222222,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
102,391,1.086111111111111,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
102,409,1.136111111111111,12,PACE,/,Paced beat,qrs_peak,qrs,0,0,0,
102,446,1.238888888888889,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
102,464,1.288888888888889,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
102,519,1.4416666666666667,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
102,554,1.538888888888889,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
102,681,1.8916666666666666,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
102,697,1.9361111111111111,12,PACE,/,Paced beat,qrs_peak,qrs,0,0,0,
102,740,2.0555555555555554,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
102,778,2.161111111111111,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
102,813,2.2583333333333333,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
102,846,2.35,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
102,971,2.6972222222222224,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
102,988,2.7444444444444445,12,PACE,/,Paced beat,qrs_peak,qrs,0,0,0,
102,1037,2.8805555555555555,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
102,1058,2.938888888888889,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
102,1078,2.9944444444444445,27,TWAVE,t,T-wave peak,t_peak,t,0,0,4,
102,1114,3.0944444444444446,27,TWAVE,t,T-wave peak,t_peak,t,0,0,4,
102,1157,3.213888888888889,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
102,1286,3.5722222222222224,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
102,1304,3.6222222222222222,12,PACE,/,Paced beat,qrs_peak,qrs,0,0,0,
102,1356,3.7666666666666666,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
102,1598,4.438888888888889,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
102,1613,4.480555555555555,12,PACE,/,Paced beat,qrs_peak,qrs,0,0,0,
102,1662,4.616666666666666,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
