record,sample,time_seconds,annotation_code,annotation,symbol,description,event,wave,subtype,channel,number,aux
116,221,0.6138888888888889,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
116,234,0.65,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
116,249,0.6916666666666667,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
116,264,0.7333333333333333,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
116,284,0.7888888888888889,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
116,296,0.8222222222222222,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
116,327,0.9083333333333333,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
116,363,1.0083333333333333,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
116,391,1.086111111111111,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
116,499,1.386111111111111,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
116,511,1.4194444444444445,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
116,527,1.4638888888888888,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
116,544,1.511111111111111,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
116,562,1.5611111111111111,1,NORMAL,N,Normal beat,qrs_peak,qrs,0,0,0,
116,575,1.5972222222222223,40,WFOFF,),Waveform end,qrs_offset,qrs,0,0,1,
116,614,1.7055555555555555,39,WFON,(,Waveform onset,t_onset,t,0,0,2,
116,647,1.7972222222222223,27,TWAVE,t,T-wave peak,t_peak,t,0,0,0,
116,677,1.8805555555555555,40,WFOFF,),Waveform end,t_offset,t,0,0,2,
116,763,2.1194444444444445,39,WFON,(,Waveform onset,p_onset,p,0,0,0,
116,787,2.186111111111111,24,PWAVE,p,P-wave peak,p_peak,p,0,0,0,
116,806,2.238888888888889,40,WFOFF,),Waveform end,p_offset,p,0,0,0,
116,820,2.2777777777777777,39,WFON,(,Waveform onset,qrs_onset,qrs,0,0,1,
